patient_index,mean_pairwise_cosine,pair_cosines
1200,-0.01319664,"{""0-1"": -0.01319663506001234}"
1201,0.49055499,"{""0-1"": 0.4905549883842468}"
1202,0.99999249,"{""0-1"": 0.9999924898147583}"
1203,-0.10604812,"{""0-1"": -0.10604812204837799}"
1204,0.00000000,{}
1205,-0.02046458,"{""0-1"": -0.02046458050608635}"
1206,0.00000000,{}
1207,0.23510425,"{""0-1"": 0.2351042479276657}"
1208,0.00000000,{}
1209,0.16593422,"{""0-1"": 0.165934219956398}"
1210,-0.04252293,"{""0-1"": -0.04252292960882187}"
1211,0.20928705,"{""0-1"": 0.20928704738616943}"
1212,0.12278281,"{""0-1"": 0.12278281152248383}"
1213,0.20933691,"{""0-1"": 0.20933690667152405}"
1214,0.40113351,"{""0-1"": 0.4011335074901581}"
1215,0.12240568,"{""0-1"": 0.12240567803382874}"
1216,0.25957650,"{""0-1"": 0.2595764994621277}"
1217,0.02551247,"{""0-1"": 0.025512469932436943}"
1218,0.99999791,"{""0-1"": 0.9999979138374329}"
1219,0.08060597,"{""0-1"": 0.08060596883296967}"
1220,0.12380264,"{""0-1"": 0.12380263954401016}"
1221,0.13402021,"{""0-1"": 0.13402020931243896}"
1222,0.83720475,"{""0-1"": 0.8372047543525696}"
1223,0.17782120,"{""0-1"": 0.17782120406627655}"
1224,0.33963326,"{""0-1"": 0.3396332561969757}"
1225,0.38574174,"{""0-1"": 0.3857417404651642}"
1226,0.18264015,"{""0-1"": 0.18264015018939972}"
1227,0.47549817,"{""0-1"": 0.47549816966056824}"
1228,0.19603316,"{""0-1"": 0.19603316485881805}"
1229,0.12056409,"{""0-1"": 0.12056408822536469}"
1230,0.99874252,"{""0-1"": 0.9987425208091736}"
1231,0.05333642,"{""0-1"": 0.05333642289042473}"
1232,0.00000000,{}
1233,0.34463236,"{""0-1"": 0.3446323573589325}"
1234,0.30385825,"{""0-1"": 0.3038582503795624}"
1235,0.12537587,"{""0-1"": 0.1253758668899536}"
1236,0.12709700,"{""0-1"": 0.1270969957113266}"
1237,0.14551666,"{""0-1"": 0.14551666378974915}"
1238,0.01538235,"{""0-1"": 0.015382354147732258}"
1239,0.37862706,"{""0-1"": 0.37862706184387207}"
1240,0.10213064,"{""0-1"": 0.10213063657283783}"
1241,0.99995643,"{""0-1"": 0.9999564290046692}"
1242,0.07412920,"{""0-1"": 0.07412920147180557}"
1243,0.14354447,"{""0-1"": 0.14354446530342102}"
1244,0.33021000,"{""0-1"": 0.33021000027656555}"
1245,0.33233929,"{""0-1"": 0.3323392868041992}"
1246,0.03627766,"{""0-1"": 0.036277662962675095}"
1247,0.00000000,{}
1248,0.46560153,"{""0-1"": 0.46560153365135193}"
1249,0.99999589,"{""0-1"": 0.9999958872795105}"
1250,-0.08723300,"{""0-1"": -0.08723299950361252}"
1251,-0.06055022,"{""0-1"": -0.06055021658539772}"
1252,0.29282543,"{""0-1"": 0.2928254306316376}"
1253,-0.00710939,"{""0-1"": -0.007109385449439287}"
1254,-0.05369958,"{""0-1"": -0.05369958281517029}"
1255,0.16372080,"{""0-1"": 0.16372080147266388}"
1256,0.84573567,"{""0-1"": 0.8457356691360474}"
1257,0.03851038,"{""0-1"": 0.03851037845015526}"
1258,0.99999791,"{""0-1"": 0.9999979138374329}"
1259,-0.00169918,"{""0-1"": -0.001699182204902172}"
1260,0.06472220,"{""0-1"": 0.0647222027182579}"
1261,0.13215536,"{""0-1"": 0.13215535879135132}"
1262,-0.02938971,"{""0-1"": -0.02938970737159252}"
1263,0.99359167,"{""0-1"": 0.9935916662216187}"
1264,-0.07323098,"{""0-1"": -0.07323098182678223}"
1265,0.20334485,"{""0-1"": 0.20334485173225403}"
1266,0.99999553,"{""0-1"": 0.9999955296516418}"
1267,0.99999994,"{""0-1"": 0.9999999403953552}"
1268,0.01679909,"{""0-1"": 0.016799094155430794}"
1269,0.02696416,"{""0-1"": 0.026964161545038223}"
1270,0.10947172,"{""0-1"": 0.10947171598672867}"
1271,0.08804694,"{""0-1"": 0.08804693818092346}"
1272,0.05429954,"{""0-1"": 0.05429954454302788}"
1273,0.30184403,"{""0-1"": 0.3018440306186676}"
1274,-0.02932514,"{""0-1"": -0.029325135052204132}"
1275,0.07223134,"{""0-1"": 0.07223134487867355}"
1276,0.71465611,"{""0-1"": 0.7146561145782471}"
1277,0.25761625,"{""0-1"": 0.257616251707077}"
1278,0.20862310,"{""0-1"": 0.20862309634685516}"
1279,-0.05795842,"{""0-1"": -0.05795842036604881}"
1280,0.01664388,"{""0-1"": 0.016643881797790527}"
1281,0.70915115,"{""0-1"": 0.7091511487960815}"
1282,0.05429954,"{""0-1"": 0.05429954454302788}"
1283,0.04621574,"{""0-1"": 0.04621574282646179}"
1284,-0.03310382,"{""0-1"": -0.0331038199365139}"
1285,0.98872697,"{""0-1"": 0.9887269735336304}"
1286,0.46012241,"{""0-1"": 0.46012240648269653}"
1287,0.03860147,"{""0-1"": 0.03860146924853325}"
1288,-0.11772051,"{""0-1"": -0.11772051453590393}"
1289,0.04396783,"{""0-1"": 0.0439678318798542}"
1290,0.09982354,"{""0-1"": 0.09982354193925858}"
1291,0.47222081,"{""0-1"": 0.4722208082675934}"
1292,0.24782707,"{""0-1"": 0.24782706797122955}"
1293,0.13258033,"{""0-1"": 0.13258032500743866}"
1294,0.17742477,"{""0-1"": 0.17742477357387543}"
1295,0.27764288,"{""0-1"": 0.2776428759098053}"
1296,0.45293143,"{""0-1"": 0.4529314339160919}"
1297,0.06489775,"{""0-1"": 0.06489774584770203}"
1298,-0.02553626,"{""0-1"": -0.02553626336157322}"
1299,0.00000000,{}
1300,-0.01015773,"{""0-1"": -0.010157734155654907}"
1301,0.14122251,"{""0-1"": 0.1412225067615509}"
1302,0.06648756,"{""0-1"": 0.06648755818605423}"
1303,-0.03594532,"{""0-1"": -0.03594531863927841}"
1304,0.08457269,"{""0-1"": 0.0845726877450943}"
1305,0.99998468,"{""0-1"": 0.9999846816062927}"
1306,-0.17407064,"{""0-1"": -0.17407064139842987}"
1307,-0.01309269,"{""0-1"": -0.013092688284814358}"
1308,-0.01207036,"{""0-1"": -0.012070364318788052}"
1309,0.51437426,"{""0-1"": 0.5143742561340332}"
1310,0.00000000,{}
1311,-0.03238729,"{""0-1"": -0.03238729387521744}"
1312,0.10352731,"{""0-1"": 0.10352731496095657}"
1313,0.56185663,"{""0-1"": 0.5618566274642944}"
1314,0.57578689,"{""0-1"": 0.5757868885993958}"
1315,-0.09341565,"{""0-1"": -0.09341564774513245}"
1316,0.19218406,"{""0-1"": 0.19218406081199646}"
1317,0.04045359,"{""0-1"": 0.04045359045267105}"
1318,0.15369587,"{""0-1"": 0.15369586646556854}"
1319,0.26064143,"{""0-1"": 0.2606414258480072}"
1320,0.12438101,"{""0-1"": 0.12438100576400757}"
1321,0.28893530,"{""0-1"": 0.2889353036880493}"
1322,0.38163909,"{""0-1"": 0.3816390931606293}"
1323,0.59570241,"{""0-1"": 0.5957024097442627}"
1324,0.13258033,"{""0-1"": 0.13258032500743866}"
1325,-0.04691476,"{""0-1"": -0.046914760023355484}"
1326,0.09971026,"{""0-1"": 0.09971026331186295}"
1327,0.49666905,"{""0-1"": 0.49666905403137207}"
1328,0.98711175,"{""0-1"": 0.9871117472648621}"
1329,0.09256156,"{""0-1"": 0.09256155788898468}"
1330,0.10336404,"{""0-1"": 0.10336403548717499}"
1331,0.07016214,"{""0-1"": 0.07016213983297348}"
1332,0.62597317,"{""0-1"": 0.6259731650352478}"
1333,0.17437491,"{""0-1"": 0.17437490820884705}"
1334,-0.11140174,"{""0-1"": -0.1114017441868782}"
1335,0.29859233,"{""0-1"": 0.29859232902526855}"
1336,0.07370660,"{""0-1"": 0.07370660454034805}"
1337,0.11265247,"{""0-1"": 0.11265247315168381}"
1338,0.13215239,"{""0-1"": 0.13215239346027374}"
1339,0.07658906,"{""0-1"": 0.07658906280994415}"
1340,0.05413035,"{""0-1"": 0.05413035303354263}"
1341,0.82336605,"{""0-1"": 0.8233660459518433}"
1342,0.99999613,"{""0-1"": 0.9999961256980896}"
1343,0.40667424,"{""0-1"": 0.40667423605918884}"
1344,0.04808348,"{""0-1"": 0.048083484172821045}"
1345,-0.01655662,"{""0-1"": -0.016556620597839355}"
1346,-0.03189905,"{""0-1"": -0.031899046152830124}"
1347,0.12631921,"{""0-1"": 0.12631921470165253}"
1348,0.07443904,"{""0-1"": 0.07443904131650925}"
1349,-0.07025322,"{""0-1"": -0.07025321573019028}"
1350,0.07476335,"{""0-1"": 0.07476335018873215}"
1351,-0.01125768,"{""0-1"": -0.011257676407694817}"
1352,0.00000000,{}
1353,0.28498632,"{""0-1"": 0.28498631715774536}"
1354,0.99999934,"{""0-1"": 0.9999993443489075}"
1355,-0.00710939,"{""0-1"": -0.007109385449439287}"
1356,0.05741084,"{""0-1"": 0.057410843670368195}"
1357,-0.02257158,"{""0-1"": -0.02257157862186432}"
1358,0.24491334,"{""0-1"": 0.24491333961486816}"
1359,0.63795871,"{""0-1"": 0.6379587054252625}"
1360,0.00000000,{}
1361,0.11977998,"{""0-1"": 0.11977998167276382}"
1362,-0.09601483,"{""0-1"": -0.0960148349404335}"
1363,0.02178116,"{""0-1"": 0.021781157702207565}"
1364,0.01430430,"{""0-1"": 0.014304299838840961}"
1365,0.29279965,"{""0-1"": 0.2927996516227722}"
1366,0.08144645,"{""0-1"": 0.08144644647836685}"
1367,0.12046911,"{""0-1"": 0.1204691082239151}"
1368,-0.10049108,"{""0-1"": -0.10049107670783997}"
1369,0.00000000,{}
1370,0.19818312,"{""0-1"": 0.1981831192970276}"
1371,0.99745119,"{""0-1"": 0.9974511861801147}"
1372,0.00002109,"{""0-1"": 2.1086190827190876e-05}"
1373,0.00000000,{}
1374,0.17726541,"{""0-1"": 0.17726540565490723}"
1375,0.15972182,"{""0-1"": 0.15972182154655457}"
1376,0.23991697,"{""0-1"": 0.23991696536540985}"
1377,0.52637929,"{""0-1"": 0.5263792872428894}"
1378,0.25335303,"{""0-1"": 0.2533530294895172}"
1379,0.17997655,"{""0-1"": 0.17997655272483826}"
1380,0.19456369,"{""0-1"": 0.19456368684768677}"
1381,0.02973935,"{""0-1"": 0.02973935194313526}"
1382,0.09074944,"{""0-1"": 0.09074943512678146}"
1383,0.99999875,"{""0-1"": 0.9999987483024597}"
1384,0.25957650,"{""0-1"": 0.2595764994621277}"
1385,0.19122101,"{""0-1"": 0.19122101366519928}"
1386,0.03625501,"{""0-1"": 0.036255013197660446}"
1387,-0.02932514,"{""0-1"": -0.029325135052204132}"
1388,0.00000000,{}
1389,-0.02816121,"{""0-1"": -0.02816120535135269}"
1390,0.18297048,"{""0-1"": 0.18297047913074493}"
1391,0.59253991,"{""0-1"": 0.59253990650177}"
1392,0.13135950,"{""0-1"": 0.1313595026731491}"
1393,-0.02982301,"{""0-1"": -0.029823005199432373}"
1394,0.03677544,"{""0-1"": 0.036775436252355576}"
1395,0.45212215,"{""0-1"": 0.45212215185165405}"
1396,0.03581263,"{""0-1"": 0.0358126275241375}"
1397,0.56185663,"{""0-1"": 0.5618566274642944}"
1398,0.05200354,"{""0-1"": 0.05200354382395744}"
1399,0.02615083,"{""0-1"": 0.02615083009004593}"
1400,0.04914854,"{""0-1"": 0.049148544669151306}"
1401,0.20582184,"{""0-1"": 0.20582184195518494}"
1402,0.18352719,"{""0-1"": 0.18352718651294708}"
1403,0.19343528,"{""0-1"": 0.19343528151512146}"
1404,0.39926443,"{""0-1"": 0.3992644250392914}"
1405,0.17105003,"{""0-1"": 0.171050027012825}"
1406,0.00000000,{}
1407,0.99974680,"{""0-1"": 0.9997467994689941}"
1408,0.16179194,"{""0-1"": 0.16179193556308746}"
1409,0.06134617,"{""0-1"": 0.06134616583585739}"
1410,0.13126765,"{""0-1"": 0.13126765191555023}"
1411,-0.01125768,"{""0-1"": -0.011257676407694817}"
1412,0.04660580,"{""0-1"": 0.04660579934716225}"
1413,0.05991590,"{""0-1"": 0.059915900230407715}"
1414,0.00000000,{}
1415,-0.01905460,"{""0-1"": -0.019054604694247246}"
1416,-0.05691007,"{""0-1"": -0.05691006779670715}"
1417,0.04587960,"{""0-1"": 0.04587960243225098}"
1418,0.12585147,"{""0-1"": 0.12585146725177765}"
1419,0.15282285,"{""0-1"": 0.1528228521347046}"
1420,0.88591743,"{""0-1"": 0.8859174251556396}"
1421,0.07827127,"{""0-1"": 0.07827126979827881}"
1422,0.04988205,"{""0-1"": 0.04988204687833786}"
1423,0.03941363,"{""0-1"": 0.03941362723708153}"
1424,0.47086659,"{""0-1"": 0.4708665907382965}"
1425,0.01839124,"{""0-1"": 0.018391242250800133}"
1426,0.14930959,"{""0-1"": 0.14930959045886993}"
1427,0.13187502,"{""0-1"": 0.13187502324581146}"
1428,0.37148699,"{""0-1"": 0.37148699164390564}"
1429,0.07935295,"{""0-1"": 0.07935294508934021}"
1430,0.24806827,"{""0-1"": 0.24806827306747437}"
1431,-0.02222148,"{""0-1"": -0.022221481427550316}"
1432,0.02618973,"{""0-1"": 0.026189733296632767}"
1433,0.03395829,"{""0-1"": 0.03395828604698181}"
1434,0.00000000,{}
1435,0.44108593,"{""0-1"": 0.44108593463897705}"
1436,0.12537587,"{""0-1"": 0.1253758668899536}"
1437,0.99918807,"{""0-1"": 0.9991880655288696}"
1438,0.16500986,"{""0-1"": 0.16500985622406006}"
1439,0.01262216,"{""0-1"": 0.012622162699699402}"
1440,0.03451395,"{""0-1"": 0.03451394662261009}"
1441,0.32644489,"{""0-1"": 0.3264448940753937}"
1442,0.08060597,"{""0-1"": 0.08060596883296967}"
1443,0.02880211,"{""0-1"": 0.028802108019590378}"
1444,0.19658129,"{""0-1"": 0.19658128917217255}"
1445,0.12768023,"{""0-1"": 0.1276802271604538}"
1446,0.27144614,"{""0-1"": 0.2714461386203766}"
1447,0.01072694,"{""0-1"": 0.010726938024163246}"
1448,-0.04915665,"{""0-1"": -0.04915665090084076}"
1449,0.09281316,"{""0-1"": 0.0928131565451622}"
1450,0.14298534,"{""0-1"": 0.14298534393310547}"
1451,0.99999219,"{""0-1"": 0.9999921917915344}"
1452,0.25184783,"{""0-1"": 0.2518478333950043}"
1453,0.07854612,"{""0-1"": 0.07854612171649933}"
1454,0.21595906,"{""0-1"": 0.21595905721187592}"
1455,0.99995637,"{""0-1"": 0.9999563694000244}"
1456,0.02746582,"{""0-1"": 0.02746582217514515}"
1457,0.25383422,"{""0-1"": 0.25383421778678894}"
1458,0.99918807,"{""0-1"": 0.9991880655288696}"
1459,0.00000000,{}
1460,0.99998909,"{""0-1"": 0.9999890923500061}"
1461,0.81852168,"{""0-1"": 0.8185216784477234}"
1462,0.56384265,"{""0-1"": 0.5638426542282104}"
1463,0.11958224,"{""0-1"": 0.11958224326372147}"
1464,0.04927059,"{""0-1"": 0.04927058517932892}"
1465,0.48030189,"{""0-1"": 0.4803018867969513}"
1466,-0.03096442,"{""0-1"": -0.03096442110836506}"
1467,0.16560116,"{""0-1"": 0.16560116410255432}"
1468,0.01301595,"{""0-1"": 0.01301595102995634}"
1469,0.59595984,"{""0-1"": 0.5959598422050476}"
1470,0.07037547,"{""0-1"": 0.0703754723072052}"
1471,0.62088239,"{""0-1"": 0.6208823919296265}"
1472,0.05352068,"{""0-1"": 0.05352068319916725}"
1473,0.22887072,"{""0-1"": 0.2288707196712494}"
1474,-0.06051519,"{""0-1"": -0.06051518768072128}"
1475,0.08670995,"{""0-1"": 0.08670995384454727}"
1476,-0.07339483,"{""0-1"": -0.07339483499526978}"
1477,0.08995044,"{""0-1"": 0.08995044231414795}"
1478,0.02935425,"{""0-1"": 0.029354246333241463}"
1479,0.99918807,"{""0-1"": 0.9991880655288696}"
1480,0.04225152,"{""0-1"": 0.04225151613354683}"
1481,0.55047590,"{""0-1"": 0.5504758954048157}"
1482,0.99999279,"{""0-1"": 0.9999927878379822}"
1483,0.28516439,"{""0-1"": 0.28516438603401184}"
1484,-0.06051519,"{""0-1"": -0.06051518768072128}"
1485,0.05243891,"{""0-1"": 0.05243891105055809}"
1486,0.31194904,"{""0-1"": 0.3119490444660187}"
1487,0.45350721,"{""0-1"": 0.4535072147846222}"
1488,0.25965121,"{""0-1"": 0.25965121388435364}"
1489,0.42780557,"{""0-1"": 0.4278055727481842}"
1490,0.36680171,"{""0-1"": 0.3668017089366913}"
1491,0.02196896,"{""0-1"": 0.021968960762023926}"
1492,0.01774296,"{""0-1"": 0.017742957919836044}"
1493,0.00000000,{}
1494,0.99999428,"{""0-1"": 0.9999942779541016}"
1495,0.23000050,"{""0-1"": 0.23000049591064453}"
1496,0.00000000,{}
1497,0.13158998,"{""0-1"": 0.13158997893333435}"
1498,0.36767969,"{""0-1"": 0.3676796853542328}"
1499,0.08804694,"{""0-1"": 0.08804693818092346}"
1500,0.07301712,"{""0-1"": 0.07301712036132812}"
1501,0.68152905,"{""0-1"": 0.6815290451049805}"
1502,0.00000000,{}
1503,0.04225152,"{""0-1"": 0.04225151613354683}"
1504,0.10316486,"{""0-1"": 0.10316485911607742}"
1505,-0.02240774,"{""0-1"": -0.022407740354537964}"
1506,0.48694998,"{""0-1"": 0.48694998025894165}"
1507,0.76677960,"{""0-1"": 0.7667796015739441}"
1508,0.48514831,"{""0-1"": 0.4851483106613159}"
1509,0.67120445,"{""0-1"": 0.6712044477462769}"
1510,0.01688638,"{""0-1"": 0.016886381432414055}"
1511,0.99869740,"{""0-1"": 0.9986974000930786}"
1512,0.24518570,"{""0-1"": 0.2451857030391693}"
1513,0.29334202,"{""0-1"": 0.2933420240879059}"
1514,0.99999863,"{""0-1"": 0.9999986290931702}"
1515,0.29856017,"{""0-1"": 0.29856017231941223}"
1516,0.99999827,"{""0-1"": 0.9999982714653015}"
1517,0.99918807,"{""0-1"": 0.9991880655288696}"
1518,0.17027214,"{""0-1"": 0.17027214169502258}"
1519,0.60698920,"{""0-1"": 0.6069892048835754}"
1520,0.04988205,"{""0-1"": 0.04988204687833786}"
1521,-0.03061448,"{""0-1"": -0.03061448037624359}"
1522,0.00000000,{}
1523,-0.11025324,"{""0-1"": -0.110253244638443}"
1524,-0.02157759,"{""0-1"": -0.021577587351202965}"
1525,-0.01588565,"{""0-1"": -0.015885652974247932}"
1526,0.55069715,"{""0-1"": 0.5506971478462219}"
1527,0.37246853,"{""0-1"": 0.3724685311317444}"
1528,0.13795902,"{""0-1"": 0.13795901834964752}"
1529,-0.02854296,"{""0-1"": -0.028542961925268173}"
1530,0.20389692,"{""0-1"": 0.2038969248533249}"
1531,0.99999076,"{""0-1"": 0.9999907612800598}"
1532,0.45211193,"{""0-1"": 0.4521119296550751}"
1533,0.14816140,"{""0-1"": 0.1481613963842392}"
1534,0.60573077,"{""0-1"": 0.6057307720184326}"
1535,-0.16358039,"{""0-1"": -0.16358038783073425}"
1536,0.62688130,"{""0-1"": 0.6268813014030457}"
1537,-0.06051507,"{""0-1"": -0.06051506847143173}"
1538,0.28817612,"{""0-1"": 0.28817611932754517}"
1539,0.29376355,"{""0-1"": 0.29376354813575745}"
1540,0.97020382,"{""0-1"": 0.9702038168907166}"
1541,0.35076803,"{""0-1"": 0.3507680296897888}"
1542,-0.16745766,"{""0-1"": -0.16745765507221222}"
1543,0.98095113,"{""0-1"": 0.9809511303901672}"
1544,0.09996752,"{""0-1"": 0.09996752440929413}"
1545,0.18947157,"{""0-1"": 0.18947157263755798}"
1546,0.99341226,"{""0-1"": 0.9934122562408447}"
1547,-0.00608257,"{""0-1"": -0.006082566920667887}"
1548,-0.10429856,"{""0-1"": -0.10429856181144714}"
1549,0.30057397,"{""0-1"": 0.3005739748477936}"
1550,0.99999309,"{""0-1"": 0.999993085861206}"
1551,0.45411989,"{""0-1"": 0.45411989092826843}"
1552,0.63799810,"{""0-1"": 0.637998104095459}"
1553,0.43265858,"{""0-1"": 0.4326585829257965}"
1554,0.25933564,"{""0-1"": 0.25933563709259033}"
1555,0.16658895,"{""0-1"": 0.1665889471769333}"
1556,0.55642694,"{""0-1"": 0.5564269423484802}"
1557,0.38270539,"{""0-1"": 0.3827053904533386}"
1558,0.99999309,"{""0-1"": 0.999993085861206}"
1559,0.03120017,"{""0-1"": 0.031200174242258072}"
1560,0.23339505,"{""0-1"": 0.233395054936409}"
1561,0.12390019,"{""0-1"": 0.12390018999576569}"
1562,-0.00453447,"{""0-1"": -0.004534468986093998}"
1563,-0.04425031,"{""0-1"": -0.04425031319260597}"
1564,0.03912710,"{""0-1"": 0.039127103984355927}"
1565,0.73916793,"{""0-1"": 0.7391679286956787}"
1566,0.03869306,"{""0-1"": 0.038693059235811234}"
1567,-0.01299511,"{""0-1"": -0.012995105236768723}"
1568,0.06481773,"{""0-1"": 0.06481773406267166}"
1569,0.21627159,"{""0-1"": 0.21627159416675568}"
1570,0.03793507,"{""0-1"": 0.03793506696820259}"
1571,0.15455972,"{""0-1"": 0.15455971658229828}"
1572,0.38463920,"{""0-1"": 0.3846392035484314}"
1573,0.39134371,"{""0-1"": 0.39134371280670166}"
1574,0.23468597,"{""0-1"": 0.2346859723329544}"
1575,-0.06106116,"{""0-1"": -0.061061158776283264}"
1576,-0.11088471,"{""0-1"": -0.11088471114635468}"
1577,0.22283353,"{""0-1"": 0.2228335291147232}"
1578,0.12285176,"{""0-1"": 0.12285175919532776}"
1579,0.00502209,"{""0-1"": 0.005022086203098297}"
1580,0.11102944,"{""0-1"": 0.11102943867444992}"
1581,0.43368462,"{""0-1"": 0.4336846172809601}"
1582,-0.01664371,"{""0-1"": -0.016643714159727097}"
1583,0.36032867,"{""0-1"": 0.36032867431640625}"
1584,0.16658895,"{""0-1"": 0.1665889471769333}"
1585,-0.02105280,"{""0-1"": -0.021052800118923187}"
1586,0.91803163,"{""0-1"": 0.918031632900238}"
1587,0.18629450,"{""0-1"": 0.18629449605941772}"
1588,0.33295700,"{""0-1"": 0.332956999540329}"
1589,-0.05648665,"{""0-1"": -0.05648665130138397}"
1590,-0.04957560,"{""0-1"": -0.04957560449838638}"
1591,0.25965121,"{""0-1"": 0.25965121388435364}"
1592,0.96142042,"{""0-1"": 0.9614204168319702}"
1593,0.09405003,"{""0-1"": 0.09405002743005753}"
1594,0.11824191,"{""0-1"": 0.11824190616607666}"
1595,0.16353545,"{""0-1"": 0.1635354459285736}"
1596,0.13135950,"{""0-1"": 0.1313595026731491}"
1597,0.08310597,"{""0-1"": 0.08310597389936447}"
1598,-0.05691007,"{""0-1"": -0.05691006779670715}"
1599,0.99450403,"{""0-1"": 0.9945040345191956}"
1600,0.01709379,"{""0-1"": 0.01709378883242607}"
1601,0.08356754,"{""0-1"": 0.0835675373673439}"
1602,0.02746582,"{""0-1"": 0.02746582217514515}"
1603,-0.07571170,"{""0-1"": -0.0757116973400116}"
1604,-0.20430690,"{""0-1"": -0.20430690050125122}"
1605,0.99999738,"{""0-1"": 0.9999973773956299}"
1606,0.13179755,"{""0-1"": 0.13179755210876465}"
1607,0.21079755,"{""0-1"": 0.21079754829406738}"
1608,-0.04624031,"{""0-1"": -0.04624030739068985}"
1609,0.99999148,"{""0-1"": 0.9999914765357971}"
1610,0.16929306,"{""0-1"": 0.16929306089878082}"
1611,0.67120445,"{""0-1"": 0.6712044477462769}"
1612,0.63079894,"{""0-1"": 0.6307989358901978}"
1613,0.92736489,"{""0-1"": 0.9273648858070374}"
1614,0.04927059,"{""0-1"": 0.04927058517932892}"
1615,-0.05691007,"{""0-1"": -0.05691006779670715}"
1616,-0.06910538,"{""0-1"": -0.06910537928342819}"
1617,0.50384742,"{""0-1"": 0.5038474202156067}"
1618,-0.03719843,"{""0-1"": -0.03719843178987503}"
1619,0.00000000,{}
1620,0.15894279,"{""0-1"": 0.1589427888393402}"
1621,0.02956144,"{""0-1"": 0.029561439529061317}"
1622,0.13976865,"{""0-1"": 0.13976864516735077}"
1623,0.04778332,"{""0-1"": 0.04778331518173218}"
1624,0.33044863,"{""0-1"": 0.33044862747192383}"
1625,0.13258033,"{""0-1"": 0.13258032500743866}"
1626,0.04927059,"{""0-1"": 0.04927058517932892}"
1627,0.00000000,{}
1628,0.19177143,"{""0-1"": 0.19177143275737762}"
1629,0.31380877,"{""0-1"": 0.31380876898765564}"
1630,0.03001603,"{""0-1"": 0.030016034841537476}"
1631,-0.08837895,"{""0-1"": -0.08837895095348358}"
1632,0.99918807,"{""0-1"": 0.9991880655288696}"
1633,0.40357712,"{""0-1"": 0.40357711911201477}"
1634,0.98711175,"{""0-1"": 0.9871117472648621}"
1635,0.08104093,"{""0-1"": 0.08104093372821808}"
1636,0.13818005,"{""0-1"": 0.13818004727363586}"
1637,0.08045007,"{""0-1"": 0.08045006543397903}"
1638,-0.08898384,"{""0-1"": -0.08898384124040604}"
1639,0.60864270,"{""0-1"": 0.6086426973342896}"
1640,-0.02966054,"{""0-1"": -0.02966054156422615}"
1641,0.19528958,"{""0-1"": 0.19528958201408386}"
1642,-0.10429856,"{""0-1"": -0.10429856181144714}"
1643,0.07854612,"{""0-1"": 0.07854612171649933}"
1644,0.36891177,"{""0-1"": 0.3689117729663849}"
1645,0.28088614,"{""0-1"": 0.28088614344596863}"
1646,0.05285170,"{""0-1"": 0.05285169556736946}"
1647,0.25268841,"{""0-1"": 0.2526884078979492}"
1648,0.28719637,"{""0-1"": 0.2871963679790497}"
1649,0.99999934,"{""0-1"": 0.9999993443489075}"
1650,0.02086961,"{""0-1"": 0.020869610831141472}"
1651,0.43368462,"{""0-1"": 0.4336846172809601}"
1652,0.11846756,"{""0-1"": 0.11846756190061569}"
1653,0.12537587,"{""0-1"": 0.1253758668899536}"
1654,-0.07599717,"{""0-1"": -0.07599716633558273}"
1655,0.28313771,"{""0-1"": 0.283137708902359}"
1656,0.00000000,{}
1657,0.13080010,"{""0-1"": 0.13080009818077087}"
1658,0.15078855,"{""0-1"": 0.1507885456085205}"
1659,0.99999946,"{""0-1"": 0.999999463558197}"
1660,0.27677903,"{""0-1"": 0.27677902579307556}"
1661,0.57578689,"{""0-1"": 0.5757868885993958}"
1662,0.00629893,"{""0-1"": 0.006298926193267107}"
1663,-0.02604868,"{""0-1"": -0.026048677042126656}"
1664,0.20389692,"{""0-1"": 0.2038969248533249}"
1665,0.06014088,"{""0-1"": 0.060140881687402725}"
1666,0.37403440,"{""0-1"": 0.37403440475463867}"
1667,0.08335603,"{""0-1"": 0.08335603028535843}"
1668,0.07651267,"{""0-1"": 0.07651267200708389}"
1669,-0.08816298,"{""0-1"": -0.08816298097372055}"
1670,0.94427991,"{""0-1"": 0.9442799091339111}"
1671,0.14215215,"{""0-1"": 0.14215214550495148}"
1672,0.99999410,"{""0-1"": 0.9999940991401672}"
1673,0.05533350,"{""0-1"": 0.05533349886536598}"
1674,0.06657111,"{""0-1"": 0.06657110899686813}"
1675,0.14085038,"{""0-1"": 0.14085038006305695}"
1676,0.33233929,"{""0-1"": 0.3323392868041992}"
1677,-0.06563075,"{""0-1"": -0.06563074886798859}"
1678,0.01252613,"{""0-1"": 0.012526127509772778}"
1679,0.56499231,"{""0-1"": 0.5649923086166382}"
1680,0.00000000,{}
1681,0.13135950,"{""0-1"": 0.1313595026731491}"
1682,0.33962694,"{""0-1"": 0.3396269381046295}"
1683,0.00000000,{}
1684,0.10444686,"{""0-1"": 0.10444685816764832}"
1685,0.07831964,"{""0-1"": 0.07831963896751404}"
1686,0.00000000,{}
1687,0.27385706,"{""0-1"": 0.273857057094574}"
1688,0.01722453,"{""0-1"": 0.01722453348338604}"
1689,0.10752887,"{""0-1"": 0.10752887278795242}"
1690,1.00000000,"{""0-1"": 1.0}"
1691,0.04001275,"{""0-1"": 0.04001275449991226}"
1692,-0.06051519,"{""0-1"": -0.06051518768072128}"
1693,-0.02638808,"{""0-1"": -0.026388082653284073}"
